X	Y
0	0
0.1	-0.635075
0.2	-1.27015
0.3	-1.90522
0.4	-2.5403
0.5	-3.17537
0.6	-3.81045
0.7	-4.44552
0.8	-5.0806
0.9	-5.71567
1	-6.35075

Аналитическое решение

0	0
0.1	-0.635075
0.2	-1.29552
0.3	-2.00723
0.4	-2.79721
0.5	-3.69416
0.6	-4.72914
0.7	-5.93633
0.8	-7.35396
0.9	-9.02531
1	-11
